"participant","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","c_0002","consent","gender","age","normQ","Nrm_el","v_193","v_194","v_203","v_195","v_196","v_204","v_197","v_198","v_205","InJu1","v_206","v_207","v_208","v_209","v_210","v_211","v_212","v_213","v_214","Int_Rsn","hrm_st","nrm_st","v_224","v_225","v_226","v_227","v_228","v_229","v_230","v_231","v_232","InCf1","InRem1","InSWr1","InAR1","InRem2","InSWr2","InAR2","InRem3","InSWr3","InAR3","InCS","InStR","string_coded","critical_slide_wrong","Dumb_incl_string","v_215","v_216","v_217","v_218","v_219","v_220","v_221","v_222","v_223","InJu2","v_233","v_234","v_235","v_236","v_237","v_238","v_239","v_240","v_241","InChM","InCf2","Hrm_rel","Hrm_oth","hrm_Qs","InIrr","InCu","InRsn2","InGut","pot_hrm","box","rugb","v_296","v_306","v_307","v_297","v_298","v_299","v_300","v_301","v_302","v_303","v_304","v_305","v_181","NFC1","NFC2","NFC3","NFC4","NFC5","NFC6","NFC7","NFC8","NFC9","NFC10","NFC11","NFC12","NFC13","NFC14","NFC15","NFC16","NFC17","NFC18","ethics","ethStR","Prv_in","Prv_in_S","quota","quota_assignment","page_history","hflip","vflip","output_mode","javascript","flash","session_id","language","cleaned","ats","datetime","Ds_time","condition","cog_load_test","cog_load_inju","cog_load_Rs","cog_load_CS","cog_load_reju","cog_load_CS_num","cog_load_mch_num","cogload_num","Ju1_bin","Ju2_bin","wrong1","wrong2","NFC3R","NFC4R","NFC5R","NFC7R","NFC8R","NFC9R","NFC12R","NFC16R","NFC17R","NFC_tot","NFC","pot_hrm_bin","all_harm","all_harm_norm","nrm_all","Roz_fully_C","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always","cog_Mch_num","Dumb_response","engaged","right_change","wrong1b","wrong2b"
137,18,0,"no tester","Completed (31)","2191848                     ",NA,589,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",41,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It damages the brother/sister dynamic/bond/relationship                                                                                                                                                                                                       ","harm mentioned","norms not mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","No, I have no reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","They are damaged themselves because their relationship as family has been affected. And they will carry those perceptions and dynamics into future relationships                                                                                              ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",4,"No, I am not able to believe this","No, I am not able to believe this","harm","5","1: Not at all",3,"5",3,"No","No","France","philosopher, mathematician and scientist","1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,2,2,3,5,6,7,4,7,7,1,8,8,6,7,6,9,"Yes","Ethics course in college                                                                                                                                                                                                                                      ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,2191827,219182","Not flipped","Flipped","HTML",NA,NA,"ee899c23195806e8000da218fedd2ddc                                                                                                ","English","Not cleaned",1493478413,"2017-04-29 15:06:53           ",42,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",8,8,7,4,3,6,9,3,4,114,1.33333333333333,"wrong","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,"unstated","no reason","reason","reason","reason","unstated","no reason","reason","reason",FALSE,NA,"reasons",TRUE,"reasons","wrong","wrong"
138,69,0,"no tester","Completed (31)","2191848                     ",NA,832,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",54,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","I think it is wrong because it does end up hurting people even if you don't realize it, for example sleeping with someones husband or wife could drive a wedge in a marriage even inadvertently, just like stealing from a store if it happens enough they go ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It is against my beliefs relatives should not be having sex together.                                                                                                                                                                                         ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It's against our moral codes and a sin against god.                                                                                                                                                                                                           ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",6,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","4: neutral",4,"7: Extremely",2,"No","No","France","philosopher, mathematician and scientist","1641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,6,3,5,8,4,2,3,7,6,5,6,6,6,3,5,4,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191787,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,219182","Flipped","Flipped","HTML",NA,NA,"e7bbf0b23a422414bad7a48317c35d43                                                                                                ","English","Not cleaned",1493573441,"2017-04-30 17:30:41           ",33,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",4,7,5,6,8,7,5,7,5,103,0.722222222222222,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
139,27,0,"no tester","Suspended (22)","2191847                     ",NA,858,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",36,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","It in my opinion is wrong to go against your morals for any reason especially for enjoyment at someone elses expense. No one should suffer as that alone is immoral. Being a moral person means being honest,fair,and using good judgement in all situations f",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It is morally wrong to be incestual with family members. The bible specifically forbids incestual relationships.                                                                                                                                              ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It is wrong biblically in Gods eyes.                                                                                                                                                                                                                          ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",7,"1: Not at all",1,"No","No","France","philosopher, alchemist and scientist","1673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,9,1,9,9,1,1,1,5,5,1,9,9,9,9,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191787,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,219182","Flipped","Not flipped","HTML",NA,NA,"260b58279870bea3784c08d2a8ad8fa8                                                                                                ","English","Not cleaned",1493480802,"2017-04-29 15:46:42           ",84,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",9,5,1,1,1,9,5,1,1,62,-1.55555555555556,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
140,74,0,"no tester","Suspended (22)","2191843                     ",NA,406,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",60,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It is unnatural for siblings to see each other as sexual beings and is actually sickening to think about.                                                                                                                                                     ","no harm mentioned","norms not mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Sex is basically for procreation and since siblings shouldn't procreate, birth control or not, there should be no sexual desire between them.                                                                                                                 ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",4,"7: Extremely",2,"No","No","France","philosopher, mathematician and scientist","1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-66                                                                                                                                                                                                                                                           ",NA,"-66                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,2191828,219182","Not flipped","Flipped","HTML",NA,NA,"4081b2588a233e3789d6bde5f842d540                                                                                                ","English","Not cleaned",1493574268,"2017-04-30 17:44:28           ",49,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wrong","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
141,50,0,"no tester","Completed (31)","2191848                     ",NA,937,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",35,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","If something is violating an established moral norm, it must be very bad. One should never do the act no matter what.                                                                                                                                         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It is unnatural.                                                                                                                                                                                                                                              ","no harm mentioned","norms not mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,6,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","If the outcome of it is likely to cause reproductive problems, then it means it is not natural. It shouldn't happen. Even with birth control.                                                                                                                 ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","1: Not at all",7,"7: Extremely",1,"Yes","No","France","philosopher mathematician and alchemist","1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8,1,5,2,8,1,5,5,8,8,1,5,5,6,4,1,7,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191787,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,219182","Flipped","Flipped","HTML",NA,NA,"b6837a2ba0231863cd5a408311f5e62a                                                                                                ","English","Not cleaned",1493504078,"2017-04-29 22:14:38           ",44,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",9,5,8,9,5,5,9,6,9,125,1.94444444444444,"wrong","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
142,32,0,"no tester","Completed (31)","2191848                     ",NA,883,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",55,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","One will be sorry just cause they got caught?  Even if no one else sees you do wrong, God still sees it and that is the ultlimate person that we want to please and do right for.                                                                             ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"REALLY, brother and sister?  This is wrong in any society that you ask.  That is purely disgusting and morally disgusting!  In God's Word he tells us that that is wrong too.                                                                                 ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Even if NO ONE WAS HARMED, yes they were!  The consequences go further than if someone would happen to get pregnant.  The psychological harm is yet to come as they live their lives and good luck explaining this to your future mate!                       ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",7,"7: Extremely",4,"No","No","France","philosopher, mathematician and scientist","1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,5,5,5,2,6,5,5,8,6,2,4,5,7,7,4,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191787,2191788,2191789,2191794,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191809,2191810,2191811,2191812,2191812,2191813,2191816,2191817,2191818,2191822,219182","Not flipped","Flipped","HTML",NA,NA,"6865e4e4f0e06813eaf91ba81a2c4caf                                                                                                ","English","Not cleaned",1493500205,"2017-04-29 21:10:05           ",98,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",4,5,5,8,4,5,4,3,3,82,-0.444444444444445,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
143,59,0,"no tester","Completed (31)","2191848                     ",NA,575,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",51,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","We have moral norms for a reason. It's not ok to just adhere to the norm only when people are involved. You also have to look at yourself in the mirror every day.                                                                                            ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sexual relations between brother and sister are not socially acceptable, even with the precautions they took.                                                                                                                                                 ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Birth control is not every 100% foolproof. If Julie had become pregnant with her brother's child there are multiple repercussions involved.                                                                                                                   ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","1: Not at all",4,"7: Extremely",2,"Yes","No","France","philosopher mathematician and alchemist","1641",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,3,3,3,7,3,3,3,7,7,3,7,7,7,3,3,7,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191787,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,219182","Flipped","Not flipped","HTML",NA,NA,"f6acb21dc44a5a9b76e04340692a6529                                                                                                ","English","Not cleaned",1493572706,"2017-04-30 17:18:26           ",46,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",7,7,7,7,7,7,7,7,7,126,2,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
144,7,0,"no tester","Completed (31)","2191848                     ",NA,1059,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",32,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","The reason why I picked this response is because no matter what something that is morally wrong is just plain wrong no matter if anyone is hurt or not.                                                                                                       ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"That is just morally wrong because they are siblings and its not right to make love to someone you are related to. Plus what if she would of became pregnant chances are that child would have disabilities.                                                  ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Because how do you know they won't ever tell anyone? Their parents would be humiliated.                                                                                                                                                                       ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","1: Not at all",7,"1: Not at all",4,"No","No","France","philosopher, mathematician and scientist","1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,5,7,4,2,6,2,8,5,3,4,3,4,3,3,8,4,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191787,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,219182","Flipped","Flipped","HTML",NA,NA,"dbb19871360824b81fe9f89d7c4b2357                                                                                                ","English","Not cleaned",1493475499,"2017-04-29 14:18:19           ",42,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",5,3,6,4,8,2,6,7,2,71,-1.05555555555556,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
145,31,0,"no tester","Completed (31)","2191848                     ",NA,769,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",53,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","If you violate it it is wrong period. No matter the reason you do it.                                                                                                                                                                                         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The Bible calls this an abomination. You don't do it with family period. It is gross!                                                                                                                                                                         ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","it is wrong to have sex with any family member. It tells us that plainly in the Bible.                                                                                                                                                                        ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",7,"7: Extremely",1,"Yes","Yes","Belgium","alchemist, mathematician and scientist","1667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,7,4,2,3,6,4,7,4,7,7,3,7,4,6,6,3,6,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191787,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,219182","Not flipped","Flipped","HTML",NA,NA,"ec1bd72e69bada076560f0776101b877                                                                                                ","English","Not cleaned",1493500125,"2017-04-29 21:08:45           ",41,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",6,8,7,6,3,6,7,4,7,112,1.22222222222222,"wrong","false","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
146,11,0,"no tester","Completed after break (32)","2191848                     ",NA,-1,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Female",49,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The major issue at hand is not whether they hurt anyone else here, but it's the psychological trauma they will certainly encounter later in their lives.  They've hurt themselves, they just don't know it yet.  Since this does so go against the  laws of na","harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Same answer as before, really.  They hurt themselves, they just don't know it yet.  Really that can be taken further to apply to future people in their lives.  Because I feel like they will be traumatized later, that will affect future spouses, etc.     ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","3",7,"5",2,"Yes","Yes","France","philosopher, mathematician and scientist","1637",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,3,5,4,6,3,2,6,6,5,4,5,6,5,6,5,8,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,2191828,219182","Flipped","Not flipped","HTML",NA,NA,"902d55099ef58f2883ed4a7de8988d42                                                                                                ","English","Not cleaned",1493475999,"2017-04-29 14:26:39           ",77,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",7,5,6,7,8,4,6,4,5,107,0.944444444444445,"wrong","false","false","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
147,63,0,"no tester","Completed (31)","2191848                     ",NA,1057,"-66                                                                                                                                                                                                                                                           ",NA,"Yes","Male",47,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","A moral norm has nothing to do with whether someone is harmed or not.                                                                                                                                                                                         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"The relation is incestuous and is morally very bad.                                                                                                                                                                                                           ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","They would be tempted to do it again and again until it is a secret no one. The society will be impacted eventually.                                                                                                                                          ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,"No, I am not able to believe this","No, I am not able to believe this","harm","6","1: Not at all",2,"1: Not at all",2,"Yes","No","France","philosopher, mathematician and scientist","1673",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,8,2,2,2,8,7,3,3,8,9,2,7,7,7,3,3,7,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-99                                                                                                                                                                                                                                                           ","2191780,2191781,2191782,2191783,2191784,2191785,2191786,2191787,2191788,2191789,2191794,2191797,2191801,2191803,2191804,2191805,2191806,2191807,2191808,2191809,2191810,2191811,2191812,2191813,2191816,2191817,2191818,2191822,2191824,2191825,2191826,219182","Flipped","Flipped","HTML",NA,NA,"0dda88396e393ed179810177266b5c31                                                                                                ","English","Not cleaned",1493572946,"2017-04-30 17:22:26           ",101,"control",NA,NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",8,8,8,3,7,7,8,7,7,132,2.33333333333333,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
