"participant","lfdn","external_lfdn","tester","dispcode","lastpage","quality","duration","c_0001","c_0002","consent","gender","age","normQ","Nrm_el","v_193","v_194","v_203","v_195","v_196","v_204","v_197","v_198","v_205","InJu1","v_206","v_207","v_208","v_209","v_210","v_211","v_212","v_213","v_214","Int_Rsn","hrm_st","nrm_st","v_224","v_225","v_226","v_227","v_228","v_229","v_230","v_231","v_232","InCf1","InRem1","InSWr1","InAR1","InRem2","InSWr2","InAR2","InRem3","InSWr3","InAR3","InCS","InStR","string_coded","critical_slide_wrong","Dumb_incl_string","v_215","v_216","v_217","v_218","v_219","v_220","v_221","v_222","v_223","InJu2","v_233","v_234","v_235","v_236","v_237","v_238","v_239","v_240","v_241","InChM","InCf2","v_181","Hrm_rel","Hrm_oth","hrm_Qs","InIrr","InCu","InRsn2","InGut","pot_hrm","box","rugb","NFC1","NFC2","NFC3","NFC4","NFC5","NFC6","NFC7","NFC8","NFC9","NFC10","NFC11","NFC12","NFC13","NFC14","NFC15","NFC16","NFC17","NFC18","ethics","ethStR","Prv_in","Prv_in_S","quota","quota_assignment","page_history","hflip","vflip","output_mode","javascript","flash","session_id","language","cleaned","ats","datetime","date_of_last_access","date_of_first_mail","condition","cog_load_test","cog_load_inju","cog_load_Rs","cog_load_CS","cog_load_reju","cog_load_CS_num","cogload_num","Ju1_bin","Ju2_bin","wrong1","wrong2","NFC3R","NFC4R","NFC5R","NFC7R","NFC8R","NFC9R","NFC12R","NFC16R","NFC17R","NFC_tot","NFC","pot_hrm_bin","all_harm","all_harm_norm","nrm_all","Roz_fully_C","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always","cog_Mch_num","Dumb_response","engaged","right_change","wrong1b","wrong2b"
144,80,0,"no tester","Completed (31)","2184763                     ",NA,607,NA,NA,"Yes","Female",40,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"They are siblings and it is wrong.                                                                                                                                                                                                                            ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It is wrong. They are siblings. And I think it may be against the law. It isn't right. It is disgusting.                                                                                                                                                      ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","7: Extremely confused",7,"7: Extremely",1,"Yes","No",5,5,5,3,3,2,3,5,6,5,5,3,3,7,5,5,6,3,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184726,2184759,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,218475","Not flipped","Flipped","HTML",NA,NA,"fce13f3e1fba87cbd7cc33a9c0c131f7                                                                                                ","English","Not cleaned",1493172326,"2017-04-26 02:05:26           ","2017-04-26 02:15:33           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",5,7,7,7,5,4,7,5,4,91,0.0555555555555554,"wrong","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
145,38,0,"no tester","Completed (31)","2184763                     ",NA,623,NA,NA,"Yes","Female",32,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I felt it was not neutral but as it did not hurt anyone else I couldn't give it too harsh of a rating.                                                                                                                                                        ","no harm mentioned","norms not mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It opens the gate for future similar actions or for this to become a social norm. Eventually the chances of genetic issues with possible children would come into play if this was acceptable behavior.                                                       ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",5,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","5","2",4,"5",4,"No","No",4,6,5,5,4,4,6,4,4,6,6,4,6,6,6,6,2,6,"Yes","I believe I took a basics Ethics course my first year of college.                                                                                                                                                                                             ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184726,2184759,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,218474","Not flipped","Not flipped","HTML",NA,NA,"7eb277b57f7643dbcfadfd02e0fbb8fd                                                                                                ","English","Not cleaned",1493162485,"2017-04-25 23:21:25           ","2017-04-25 23:31:48           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",5,5,6,4,6,6,6,4,8,100,0.555555555555555,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
146,59,0,"no tester","Completed (31)","2184763                     ",NA,689,NA,NA,"Yes","Male",42,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Morals I believe are pretty much universal.  I understand different cultures may interpret some things a bit differently but for the most part we're all the same and moral standards should be kept.                                                         ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This doesn't really need an explanation.  It's waaaayyyy out of line.                                                                                                                                                                                         ","no harm mentioned","norms not mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It's an abhorrent before God for one.  Whether or not the act alone caused anyone harm at the time, there will certainly be future mental distress that will affect them both and their family.  Even if they never told anyone about it, the stress and strai","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",6,"6",4,"No","No",5,4,6,5,2,6,1,8,7,9,7,8,4,6,5,5,2,8,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184725,2184726,2184759,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,218474","Flipped","Flipped","HTML",NA,NA,"5c36cf9d237399bad4a45a36307f3c60                                                                                                ","English","Not cleaned",1493167349,"2017-04-26 00:42:29           ","2017-04-26 00:53:58           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",4,5,8,9,2,3,2,5,8,100,0.555555555555555,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
147,29,0,"no tester","Completed (31)","2184763                     ",NA,895,NA,NA,"Yes","Male",56,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It's just weird for a brother and sister to do that.  To me, it's disgusting.                                                                                                                                                                                 ","no harm mentioned","norms not mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It's incest, illegal in most places, not to mention the religion of many.  Beside, it's unnatural...                                                                                                                                                          ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",5,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","5","1: Not at all",5,"5",4,"No","No",6,7,3,3,3,6,3,4,4,8,8,3,5,7,8,3,3,6,"Yes","Business Law and Ethics 3 hour college course                                                                                                                                                                                                                 ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184726,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,2184750,218474","Not flipped","Not flipped","HTML",NA,NA,"e08ddf83ba4026d710c2f13dde5012f0                                                                                                ","English","Not cleaned",1493161255,"2017-04-25 23:00:55           ","2017-04-25 23:15:50           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",7,7,7,7,6,6,7,7,7,122,1.77777777777778,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
148,7,0,"no tester","Completed (31)","2184763                     ",NA,480,NA,NA,"Yes","Female",70,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","Well if I had a moral opinion on an act, I would not engage in this act AT ALL, whether or not someone else would be harmed because it violates my own personal standards.                                                                                    ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It's incest whether they enjoyed it or not or agreed to it or not.                                                                                                                                                                                            ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","No, I have no reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It's incest.  simple.  It does not need any explanation.                                                                                                                                                                                                      ","tautological reason","changed","It's wrong but I can't think of a reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",7,"1: Not at all",4,"Yes","No",1,1,1,9,1,1,9,9,9,1,1,9,1,5,1,9,9,5,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184725,2184726,2184759,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,218474","Flipped","Not flipped","HTML",NA,NA,"65682f8460ababc998ce4f81037627e5                                                                                                ","English","Not cleaned",1493159308,"2017-04-25 22:28:28           ","2017-04-25 22:36:28           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",9,1,9,1,1,1,1,1,1,42,-2.66666666666667,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,"unstated","no reason","reason","reason","reason","unstated","no reason","reason","reason",FALSE,NA,"unsupported declaration",TRUE,"reasons","wrong","wrong"
149,49,0,"no tester","Completed (31)","2184763                     ",NA,683,NA,NA,"Yes","Female",40,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"it's disgusting and morally wrong. they may insist no one was harmed but there must be psychological damage.                                                                                                                                                  ","harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","It's incest. There is not a country in the world that believes incest is ok. However even if you throw out the moral implications, studies have shown that people who engage in incest either have severe psychological illness or become psychologically ill ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",7,"6",4,"No","No",1,1,9,9,9,1,9,9,9,1,1,9,1,1,1,9,9,1,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184726,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,2184750,218474","Not flipped","Flipped","HTML",NA,NA,"b6126c4990f8b29ad3d87a8990a30bdd                                                                                                ","English","Not cleaned",1493164775,"2017-04-25 23:59:35           ","2017-04-26 00:10:58           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",1,1,1,1,1,1,1,1,1,18,-4,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
150,19,0,"no tester","Completed (31)","2184763                     ",NA,1510,NA,NA,"Yes","Female",55,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","There has to be order in society otherwise it is just chaos. These days there are many people who just live for  the moment and for  themselves this is wrong because we must work together as a society to help one another and raise each other  up.        ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Family members should not engage in sexual activity it is wrong                                                                                                                                                                                               ","no harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Okay so it is their decision everyone who consents then is allowed? I  don't believe  so for it has  moral and social implications                                                                                                                            ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","4: neutral","1: Not at all",7,"1: Not at all",4,"No","No",9,9,1,1,1,9,1,1,1,1,9,2,9,9,9,1,1,8,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184725,2184726,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,218474","Flipped","Not flipped","HTML",NA,NA,"c149c4464c23668fc1a36fd6b2639e26                                                                                                ","English","Not cleaned",1493160108,"2017-04-25 22:41:48           ","2017-04-25 23:06:58           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",9,9,9,9,9,9,8,9,9,152,3.44444444444444,"neutral","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
151,64,0,"no tester","Suspended (22)","2184764                     ",NA,834,NA,NA,"Yes","Female",50,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Siblings are not suppose to engage in sexual relations with each other regardless of whether they are using birth control or not, and the consequences could be devastating. Condoms break and birth control is not 100% effective, so what would the conseque","harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Same reason as before. Their decision, thought not immediately harmful, could pose consequences if their secret is revealed or if an accidental pregnancy should occur.                                                                                       ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","7: Extremely Irritated","1: Not at all",6,"7: Extremely",4,"Yes","No",7,7,3,3,2,5,3,5,4,8,8,2,7,7,9,1,2,5,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184726,2184759,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,218474","Not flipped","Flipped","HTML",NA,NA,"bd23b0dee0e89523e038300059f2cf7e                                                                                                ","English","Not cleaned",1493168715,"2017-04-26 01:05:15           ","2017-04-26 01:19:15           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",7,7,8,7,5,6,8,9,8,128,2.11111111111111,"neutral","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
152,14,0,"no tester","Suspended (22)","2184759                     ",NA,385,NA,NA,"Yes","Female",51,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","The problem I have with is  just for fun or personal enjoyment . I think that established moral norms should be questioned, of course; however, this should be out of a sense of urgency to protect one's rights and freedoms, in order to avoid being miserab",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"This type of behavior is crossing boundaries. So although no one was harmed, per se, it could be argued that by moving social boundaries outside of the norm, this could set both people up for more flagrantly wrong actions.                                ","harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Secrets such as this are so big, they never stay hidden for a lifetime. Eventually, the secret will catch up with the couple, and they will have to justify their actions.                                                                                    ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","5","6",5,"2",2,"No","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-66                                                                                                                                                                                                                                                           ",NA,"-66                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184725,2184726,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,218474","Not flipped","Flipped","HTML",NA,NA,"ddf203596fab7392f9355844e7a8f121                                                                                                ","English","Not cleaned",1493159662,"2017-04-25 22:34:22           ","2017-04-25 22:40:53           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"wrong","true","false","false","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
153,75,0,"no tester","Completed (31)","2184763                     ",NA,327,NA,NA,"Yes","Female",24,"Violating an established moral norm, just for fun or personal enjoyment, is inherently wrong  even in situations where no one is harmed as a result.","I feel like if someone does this, they are being selfish. They may not harm someone physically but they could be emotionally. Aside from this, there are morals in place for a reason and some people that violate them are just being selfish and inconsidera",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I do not agree with incest.                                                                                                                                                                                                                                   ","no harm mentioned","norms not mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"No","Yes","Yes, I have a reason","Yes","Yes","No, I have no reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Siblings should never do this as it can cause serious complications if a birth were to happen, even though she was on birth control, this is not 100% effective. This is incest and is extremely gross.                                                       ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","6","1: Not at all",7,"1: Not at all",7,"No","No",9,7,3,7,4,5,3,3,3,7,7,3,3,3,6,6,3,3,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184725,2184726,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,218474","Not flipped","Not flipped","HTML",NA,NA,"d3385934f4b1b9cfcaf85dadc63df57a                                                                                                ","English","Not cleaned",1493170719,"2017-04-26 01:38:39           ","2017-04-26 01:44:06           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",7,3,6,7,7,7,7,4,7,105,0.833333333333333,"right","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,FALSE,0,"unstated","reason","no reason","reason","reason","unstated","reason","no reason","reason",FALSE,NA,"reasons",TRUE,"reasons","wrong","wrong"
154,61,0,"no tester","Completed (31)","2184763                     ",NA,603,NA,NA,"Yes","Male",33,"Violating an established moral norm, just for fun or personal enjoyment, is wrong only in situations where someone is harmed as a result, but is acceptable otherwise.","-66                                                                                                                                                                                                                                                           ",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"It is not only morally wrong but abnormal and physiologically wrong.                                                                                                                                                                                          ","harm mentioned","norms mentioned",NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"Yes","Yes","Yes, I have a reason","Yes","Yes","Yes, I have a reason","No","Yes","Yes, I have a reason","It's wrong and I can provide a valid reason.","Society has established not only norms, but absolutes. It is morally wrong to murder, even though I am certain there are those who enjoy it. Their behaviour is wrong, and they know it, or else they would not keep it a secret. It also harms, emotionally, ","reason",NA,"It's wrong and I can provide a valid reason.",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1: Not at all",7,NA,"No, I am not able to believe this","No, I am not able to believe this","harm","1: Not at all","1: Not at all",6,"2",2,"No","No",5,6,3,5,4,5,7,4,7,7,4,4,6,6,5,7,6,7,"No","-99                                                                                                                                                                                                                                                           ","no","-99                                                                                                                                                                                                                                                           ",0,"-66                                                                                                                                                                                                                                                           ","2184718,2184719,2184720,2184721,2184722,2184723,2184724,2184726,2184727,2184728,2184729,2184730,2184731,2184732,2184733,2184734,2184735,2184736,2184737,2184738,2184739,2184740,2184741,2184742,2184743,2184744,2184745,2184746,2184747,2184748,2184749,218475","Not flipped","Flipped","HTML",NA,NA,"db00745e225899a0906403148fafd8d7                                                                                                ","English","Not cleaned",1493168300,"2017-04-26 00:58:20           ","2017-04-26 01:08:23           ","0000-00-00 00:00:00           ","control",NA,NA,NA,NA,NA,NA,NA,"wrong","wrong","wrong","wrong",7,5,6,3,6,3,6,3,4,94,0.222222222222222,"wrong","true","true","true","false","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE,NA,"reasons",TRUE,"reasons","wrong","wrong"
