"run_id","condition","rt","url","trial_type","trial_index","time_elapsed","internal_node_id","PROLIFIC_PID","STUDY_ID","SESSION_ID","subject","age","gender","gender_rt","attention_check2","attention_check2_rt","cog_practice","CS_rt","cog_practice1","cog_practice2","cog_practice3","cog_load_response8","attention_check1","attention_check1_rt","scenario","test_condition","InJu1","InJu1_rt","InJu1_trial1","InJu1_trial2","InJu1_trial3","cog_load_response0","responses","stimulus","button_pressed","key_press","response","conf1","ca1","sw1","rsn1","ca2","sw2","rsn2","ca3","sw3","rsn3","CS","CS_trial1","CS_trial2","CS_trial3","InJu2","InJu2_rt","InJu2_trial1","InJu2_trial2","InJu2_trial3","cog_load_response5","conf2","previous_experience","reason","gender_other","preview","country","cog_practice_trial_number","InJu1_trial_number","CS_trial_number","InJu2_trial_number","Ju1_bin","Ju2_bin","InCS","j1","j2","j3","j4","j5","j6","ch1","ch2","ch3","ch4","ch5","Rch1","Rch2","Rs_changed","Rs_changed_tot","changed","changed_tot","rs1","rs2","rs3","rs4","rs5","rs6","rs1_bin","rs2_bin","rs3_bin","reason_always"
201,"control","3876.699999988079","""","survey-text",25,247974,"0.0-6.0","615dd6da19393c8c46895723","618b9cbf713205f8e1c56f1b","618be6586896a4bc99a02bc3","jhld4qu4zn5ec9p","26",0,1765,1,21363.3000000119,NA,"8071.100000023842",NA,NA,NA,NA,8,30358.7000000179,"Heinz","control",3,"6525.5",1,0,0,NA,"{""Q0"":""No""}","""","""","""","""",5,0,1,2,0,0,1,0,0,2,"1",1,0,0,3,"8288.800000011921",1,0,0,NA,5,"No",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,2,TRUE,2,"unstated","2","no reason","2","no reason","unstated","2","no reason","2",FALSE
448,"cog_load","1718.3999999994412","""","html-button-response",34,342983,"0.0-4.0-1.0-7.0-7.0","615dd734ba73139e525309ad","618b9cbf713205f8e1c56eec","618c0620ce6185dc4c218106","v63qdcx2lvy29bh","615dd734ba73139e525309ad",0,2559.29999999981,1,20657.5999999996,"1","7173.9000000003725",1,0,0,"1",8,50335.1999999993,"Heinz","cog_load",4,"17774.5",1,0,0,"5","""","<p>Do you think it's wrong?</p>","0","""","""",3,0,0,1,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",1,1,NA,NA,"neutral",NA,NA,"not wrong","wrong","wrong","wrong",NA,NA,TRUE,FALSE,FALSE,NA,NA,FALSE,NA,NA,NA,NA,NA,"unstated","no reason","no reason",NA,NA,"unstated","no reason","no reason",NA,FALSE
703,"cog_load","18221.69999998808","""","survey-text",52,320998,"0.0-6.0","615ddfac4254098aac0104f6","618b9cbf713205f8e1c56f0e","618c25392d73fe99ef0a6b3f","2cxwglk87w538lo","45",1,2275.20000000298,1,17908.599999994,"1","7044",1,0,0,"1",8,33424.599999994,"Incest","cog_load",1,"13643.29999999702",1,0,0,"1","{""Q0"":""Siblings having sex is morally wrong.""}","""","""","""","""",7,1,0,0,0,0,0,1,0,0,"1",1,0,0,1,"6514.600000008941",1,0,0,"1",7,"NO",NA,NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
322,"cog_load","2249.7999999523163","debriefing_form.html","external-html",74,389289,"0.0-7.0","615deda1b7f4112d93335556","618b9cbf713205f8e1c56f0e","618bf6212daf5f475fd5a535","04n9wp9nc1qxeyz","38",1,1573.5,1,18436.2000000477,"2","2556.899999976158",1,0,0,"1",8,10431.7999999523,"Jennifer","cog_load",2,"7464.100000023842",0,2,0,"3","""","""","""","""","""",6,1,1,2,0,1,2,1,1,2,"1",0,2,0,3,"5245.700000047684",0,0,3,"3",6,"No",NA,NA,NA,"US",1,2,2,3,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","not wrong","not wrong","not wrong","wrong","wrong",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","2","2","2","no reason","unstated","2","2","2",FALSE
563,"control","52238.5","debriefing_form.html","external-html",27,401062,"0.0-7.0","615deed1629b572df5306efd","618b9cbf713205f8e1c56f0e","618c10c415ce729e0cafb9a8","rwwlctg79fgw286","38",1,1771.29999999702,1,12618.8999999911,NA,"9230.199999988079",NA,NA,NA,NA,8,65608.700000003,"Incest","control",1,"7208.399999991059",1,0,0,NA,"""","""","""","""","""",7,0,0,0,0,0,0,0,0,0,"2",1,0,0,1,"5094.5999999940395",1,0,0,NA,7,"No","Lets start by saying its gross!! Second its doesnt matter how safe you are things happen, and what if they make a child. At that point they are affecting someone else.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
385,"control","8051.020000013523","""","survey-text",25,211581,"0.0-6.0","615df1b1d27e6932fca18dfa","618b9cbf713205f8e1c56f19","618bfc7d7b440c48898dbb72","aaf94uqjtefq4o0","49",1,2938.21000005119,1,15232.7899999218,NA,"8197.574999998324",NA,NA,NA,NA,8,17294.0400000662,"Heinz","control",2,"13000.194999971427",1,0,0,NA,"{""Q0"":""no""}","""","""","""","""",3,0,1,0,0,1,0,0,1,0,"0",1,0,0,2,"7017.769999918528",1,0,0,NA,3,"NO",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","There is nothing wrong.","wrong","not wrong","not wrong","not wrong","not wrong","wrong",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","unstated","unstated","reason","reason","reason",TRUE
664,"cog_load","3626.7000002861023","debriefing_form.html","external-html",53,334791,"0.0-7.0","615df4a8253f3bfee4097f9e","618b9cbf713205f8e1c56f05","618c1f76940dfc4fed8f1b4f","akgk9d88rb817d7","50",1,2308.89999961853,1,13278.5,"0","8364.5",1,0,0,"1",8,22823.8000001907,"Trolley","cog_load",1,"10419.299999713898",1,0,0,"2","""","""","""","""","""",7,0,0,0,0,0,0,1,0,0,"1",1,0,0,1,"9228.900000095367",1,0,0,"1",7,"no",NA,NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
209,"control","3086.399999976158","debriefing_form.html","external-html",27,338370,"0.0-7.0","615e5c44bcbec1cd9f73515f","618b9cbf713205f8e1c56ef6","618be7f16b3692168eb71c1c","rccyenwk72wwvzs","615e5c44bcbec1cd9f73515f",0,2192.60000002384,1,26743.3000000119,NA,"13112.299999982119",NA,NA,NA,NA,8,43942.1999999881,"Trolley","control",1,"13406.199999988079",1,0,0,NA,"""","""","""","""","""",7,1,0,0,1,0,0,0,1,0,"2",1,0,0,1,"35096.5",1,0,0,NA,7,"No","There is always a better way he just had to find it maybe a rock",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","not wrong","wrong","wrong",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
130,"control","3709.2000000029802","""","survey-text",25,135201,"0.0-6.0","615e6cae671feecceaafc638","618b9cbf713205f8e1c56f17","618bdbdc4384ab3b7ff9408b","bpjzmdywqa2lje5","23",0,2054.09999999404,1,1730.89999999106,NA,"5494.0999999940395",NA,NA,NA,NA,1,5012.79999999702,"Trolley","control",2,"3982.2999999970198",1,0,0,NA,"{""Q0"":""no""}","""","""","""","""",7,1,0,1,1,0,1,0,0,1,"1",1,0,0,2,"3178.5",1,0,0,NA,7,"no",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","no reason","no reason","no reason","no reason","unstated","no reason","no reason","no reason",FALSE
388,"cog_load","7321.700000047684","debriefing_form.html","external-html",61,321969,"0.0-7.0","615e775953c95e9aa381425d","618b9cbf713205f8e1c56ef7","618bfc9c65188cd35843b165","oslafvbxaecgoyc","31",1,1197.5,1,22883.1999999285,"0","10708.200000047684",1,0,0,"1",8,37070.6000000238,"Heinz","cog_load",1,"4693.899999976158",0,2,0,"2","""","""","""","""","""",7,0,0,0,0,1,0,0,1,0,"2",1,0,0,1,"4155.100000023842",1,0,0,"1",7,"No","2",NA,NA,"US",1,2,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","not wrong","wrong","wrong",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
32,"control","12059","""","survey-text",25,176080,"0.0-6.0","615ee76552d014b515b62ba2","618b9cbf713205f8e1c56f1c","618bac4bc6e710e45b586556","fkpsw59rrxg768q","40",0,3338,1,17068,NA,"6030",NA,NA,NA,NA,8,15450,"Jennifer","control",4,"15635",1,0,0,NA,"{""Q0"":""}","""","""","""","""",5,0,1,0,0,1,0,0,1,0,"0",1,0,0,4,"7165",1,0,0,NA,5,"no",NA,NA,NA,"US",NA,1,1,1,"neutral","neutral","There is nothing wrong.","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","unstated","unstated","reason","reason","reason",TRUE
366,"control","4644.319999999425","debriefing_form.html","external-html",27,228074,"0.0-7.0","615f26f5bd7a52e74e2d2989","618b9cbf713205f8e1c56f0c","618bfafd283c1e6dba3bc056","x7etahzm0akvx52","24",1,1015.54000000033,1,19890.625,NA,"10990.345000000176",NA,NA,NA,NA,8,30667.3850000006,"Incest","control",1,"6854.160000000775",1,0,0,NA,"""","""","""","""","""",7,0,0,0,0,0,0,1,0,0,"2",1,0,0,1,"4758.2050000000745",1,0,0,NA,7,"No","They are brother and sister and incest is illegal.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
463,"control","37261.09999999404","debriefing_form.html","external-html",27,361301,"0.0-7.0","615f3591c3c176b6c8307304","618b9cbf713205f8e1c56efc","618c07dd98c32e0c2bd9577f","fmxv3qgjjpgxo0q","60",1,2813.09999999404,1,22795.6999999881,NA,"20059.80000001192",NA,NA,NA,NA,8,54600.599999994,"Incest","control",2,"16255.399999976158",1,0,0,NA,"""","""","""","""","""",6,1,0,1,1,0,0,0,0,0,"2",1,0,0,2,"11367.700000017881",1,0,0,NA,7,"No","60",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,1,FALSE,0,"unstated","no reason","reason","reason","reason","unstated","no reason","reason","reason",FALSE
660,"cog_load","3829.0999999735504","""","survey-text",52,391024,"0.0-6.0","615f3a044d9d76e9ea6e8f07","618b9cbf713205f8e1c56f0e","618c1ed5310a686c410f6e9c","cp4d3rrr4ekw7sm","39",1,1349.00000004563,1,29467.0000000042,"0","12147.799999976996",1,0,0,"1",1,20732.4000000372,"Incest","cog_load",2,"15964.600000006612",1,0,0,"3","{""Q0"":""}","""","""","""","""",6,1,0,0,0,0,0,0,0,0,"1",1,0,0,2,"10476.800000004005",1,0,0,"1",7,"No",NA,NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
532,"cog_load","8092.800000011921","""","survey-text",59,284343,"0.0-6.0","6160d61b6d2d92df622fed07","618b9cbf713205f8e1c56f0c","618c0ef6a991e86601b30784","64xze7mtltfujb3","19",1,2522.80000001192,1,9308.30000001192,"2","13676.699999988079",1,0,0,"1",8,27991.5,"Heinz","cog_load",7,"19071.799999952316",1,0,0,"2","{""Q0"":""}","""","""","""","""",6,0,1,0,0,1,0,0,1,0,"0",0,2,0,4,"10002.5",1,0,0,"0",3,"Yes. I have heard a different version of this, but the same premise.",NA,NA,NA,"US",1,1,2,1,"right","neutral","There is nothing wrong.","not wrong","not wrong","not wrong","not wrong","not wrong","not wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","unstated","unstated","reason","reason","reason",TRUE
1064,NA,"9827.5","""","html-button-response",4,22489,"0.0-3.0","616202f3ca5b3ab47923ee80","618d7b0e0006685d8f891882","618dcaf620126a07e6f9859b","orsrxelkkrvtwzg","22",0,1291.59999999404,1,9827.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""","<img src=""img/attention2.png""><br>","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"unstated",NA,NA,NA,NA,"unstated",NA,NA,NA,NA
319,"cog_load","7382.600000143051","debriefing_form.html","external-html",60,421359,"0.0-7.0","616219858efadb059140ce72","618b9cbf713205f8e1c56ef4","618bf593481b2641ac68339a","vunr5ukvtyxuklb","49",0,1409.20000004768,1,19402.3000001907,"2","13510.400000095367",0,2,0,"1",8,37881.4000000954,"Jennifer","cog_load",1,"14241.900000095367",1,0,0,"2","""","""","""","""","""",5,0,0,0,0,1,0,0,0,0,"1",1,0,0,1,"8573.599999904633",1,0,0,"1",6,"no",NA,NA,NA,"US",2,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","not wrong","wrong","wrong","wrong",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
163,"control","9319","""","survey-text",25,231378,"0.0-6.0","61632467173a05fbf5fb8d3f","618b9cbf713205f8e1c56f0c","618be1f1472fe5cc6f33f88c","ul4udxqt0az1c1d","27",1,1385.40000009537,1,32815.9000000954,NA,"8916.900000095367",NA,NA,NA,NA,8,36967.5,"Trolley","control",3,"15756.200000047684",1,0,0,NA,"{""Q0"":""Have a wonderful day!""}","""","""","""","""",5,0,1,2,1,1,1,0,1,1,"1",1,0,0,3,"5871.600000143051",1,0,0,NA,5,"I have not.",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","not wrong","not wrong","not wrong","wrong","wrong",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,1,TRUE,2,"unstated","2","no reason","no reason","no reason","unstated","2","no reason","no reason",FALSE
981,"control","3153.3000000715256","""","survey-text",26,200299,"0.0-6.0","61644f9207b1333d1caf3e5e","618d7b0e0006685d8f891882","618d8885dbc369c19082c09d","n09qs7mef5ear75","34",0,1506.20000004768,1,7740.10000002384,NA,"6313.700000047684",NA,NA,NA,NA,8,14961.2000000477,"Heinz","control",2,"10283.100000023842",1,0,0,NA,"{""Q0"":""no""}","""","""","""","""",7,0,1,0,0,0,0,1,0,1,"2",1,0,0,2,"3494",1,0,0,NA,7,"no","There is a balance between pure profit and a person's life. He should have made an attempt to save the woman's life now and worry about the money over time.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","wrong","wrong","wrong","wrong",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,TRUE,2,"unstated","reason","reason","no reason","reason","unstated","reason","reason","no reason",FALSE
266,"control","12925.300000002608","""","survey-text",25,1520254,"0.0-6.0","616462e0864a4ac3108f741e","618b9cbf713205f8e1c56ef4","618bef7f824f50f40aa3d61d","r77wysnqvjaebeg","49",0,1946.4999999982,4,13819.6000000025,NA,"14838.10000000085",NA,NA,NA,NA,8,54189.9000000049,"Heinz","control",2,"11510.199999996985",1,0,0,NA,"{""Q0"":""Yes, a friend mine whos wife had liver cancer...medicine cost as with many others was out of reach ""}","""","""","""","""",6,0,0,1,1,0,1,0,0,2,"1",1,0,0,2,"9763.999999995576",1,0,0,NA,6,"Yes, a friend mine whos wige had liver cancer...medicine cost as with many others was out of reach",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,1,FALSE,0,"unstated","no reason","no reason","2","no reason","unstated","no reason","no reason","2",FALSE
587,"control","14200","""","survey-text",26,260923,"0.0-6.0","6164674aee2f6131757520fe","618b9cbf713205f8e1c56f02","618c13e12fa493742eaabc74","ejs6kdv5h8a3k0v","63",0,1924.40000000596,1,32383,NA,"11210.90000000596",NA,NA,NA,NA,8,38921,"Jennifer","control",1,"4632.0999999940395",1,0,0,NA,"{""Q0"":""No. This is creepy to think about.""}","""","""","""","""",6,0,0,0,0,0,0,1,0,0,"2",1,0,0,1,"4148.70000000298",1,0,0,NA,6,"no","If it is ok to eact human flesh in this instance, it could become accepted in more and more circumstances.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
947,"control","3462.899999976158","""","survey-text",26,231676,"0.0-6.0","61648926203a75191ac318e0","618b9cbf713205f8e1c56efc","618c5c48a4c8358722c99310","48zcd3uo5z13ox2","61648926203a75191ac318e0",1,4483.19999998808,4,30043.2000000477,NA,"5952.400000035763",NA,NA,NA,NA,8,13247.6000000238,"Heinz","control",3,"10723.699999988079",1,0,0,NA,"{""Q0"":""no""}","""","""","""","""",4,0,0,0,0,0,0,0,1,0,"2",1,0,0,3,"4305.799999952316",1,0,0,NA,4,"no","It was a matter of life and death and if the druggist was in his shoes he would have probably done the same thing.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","not wrong","wrong","wrong",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
477,"control","2617","debriefing_form.html","external-html",26,155440,"0.0-7.0","6164f32a3728684416599526","618b9cbf713205f8e1c56f0c","618c08e4f40ef5dce10c2af8","3mdd22ocv3gfqc6","24",1,15281,4,15651,NA,"4882",NA,NA,NA,NA,8,27308,"Trolley","control",5,"4056",1,0,0,NA,"""","""","""","""","""",2,0,1,2,0,1,2,0,1,2,"1",1,0,0,5,"3395.999999999971",1,0,0,NA,2,"No",NA,NA,NA,"US",NA,1,1,1,"right","right","It's wrong but I can't think of a reason.","not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","2","2","2","no reason","unstated","2","2","2",FALSE
267,"control","3921","""","survey-text",25,182084,"0.0-6.0","61662f37ce17f42179f03830","618b9cbf713205f8e1c56f12","618bef85f92147fb4236a414","hwh2dg9djcq4155","61662f37ce17f42179f03830",0,3647,4,19724,NA,"8800",NA,NA,NA,NA,8,26199,"Heinz","control",2,"6668.000000000015",1,0,0,NA,"{""Q0"":""no""}","""","""","""","""",2,0,0,0,0,0,0,0,0,0,"1",1,0,0,2,"6563",1,0,0,NA,2,"No",NA,NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong but I can't think of a reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","no reason","unstated","reason","reason","reason",TRUE
46,"cog_load","5196.30000000447","""","survey-text",60,397143,"0.0-6.0","616654ade16d9fd6f909dcda","618b9cbf713205f8e1c56f0e","618bc65c7e478f93d37329cf","aaareb3o256pd8h","44",1,2043.30000000447,1,34963,"2","12839.5",0,2,0,"1",8,29755.400000006,"Jennifer","cog_load",1,"10947.10000000149",1,0,0,"1","{""Q0"":""No""}","""","""","""","""",5,0,1,1,0,1,1,1,0,0,"2",1,0,0,1,"8050.39999999851",1,0,0,"1",6,"No","It's cannibalism",NA,NA,"US",2,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","not wrong","not wrong","wrong","wrong","wrong",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1,TRUE,2,"unstated","no reason","no reason","reason","reason","unstated","no reason","no reason","reason",FALSE
979,"control","4188.5999999940395","""","html-button-response",21,76238,"0.0-4.0-3.0-5.0-0.0","6166fcc9f3a2910efc86d1b9","618d7b0e0006685d8f891882","618d87c23dad0a5dc3c2136a","xopbxm19wlenty1","22",0,1160.89999997616,4,5664.09999999404,NA,"4188.5999999940395",NA,NA,NA,NA,8,10745.7000000179,"Heinz","control",2,"2956.4000000059605",1,0,0,NA,"""","<p style='font-size:20px;'>The druggist was only protecting his livelihood.</p><p style='font-size:20px;'>How can that be wrong? </p>","2","""","""",3,0,0,0,0,1,0,0,1,2,"2",1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"US",NA,1,1,NA,"wrong",NA,"It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","not wrong","wrong",NA,FALSE,TRUE,FALSE,TRUE,NA,FALSE,TRUE,TRUE,1,NA,NA,"unstated","reason","reason","2","reason","unstated","reason","reason","2",FALSE
103,"control","2338.3999999910593","debriefing_form.html","external-html",27,193770,"0.0-7.0","6167053350ae29d23b9249ca","618b9cbf713205f8e1c56f18","618bd77c9c59093ed4de7fae","b44onhbt7a68m5r","24",0,1538.89999999106,1,18906.400000006,NA,"8511.79999999702",NA,NA,NA,NA,1,6176.20000000298,"Incest","control",1,"11103.699999988079",1,0,0,NA,"""","""","""","""","""",7,1,0,0,0,0,0,0,0,0,"2",1,0,0,1,"4506.600000008941",1,0,0,NA,7,"No","Family members doing sexual activity is wrong and if a baby comes with it then im sure there will be complications",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
436,"control","3184.999999999971","""","survey-text",26,219110,"0.0-6.0","6167421fac32c2b44e70d948","618b9cbf713205f8e1c56eed","618c044f93d056882f766e11","z3od3mr7aoxyfb6","18",1,5750,1,13678,NA,"11268",NA,NA,NA,NA,8,19152,"Heinz","control",2,"9364",1,0,0,NA,"{""Q0"":""No""}","""","""","""","""",7,1,0,1,0,1,1,0,0,1,"2",1,0,0,1,"3556.000000000029",1,0,0,NA,7,"No","He willingly knew someones life was on the line and decided to not help.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","wrong","wrong","wrong",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","no reason","no reason","no reason","reason","unstated","no reason","no reason","no reason",FALSE
69,"cog_load","6063.199999999953","""","survey-text",52,273974,"0.0-5.0","6167882773dbefeb850d1805","618b9cbf713205f8e1c56ef7","618bce076d90c06d81ee8626","74rv5fmm7ybjzsp","32",1,1366.5,1,16919.3,"0","7991.899999999907",1,0,0,"1",8,11656.7,"Jennifer","cog_load",1,"8747.899999999907",1,0,0,"3","{""Q0"":""No""}","""","""","""","""",7,0,0,0,0,0,0,0,0,0,"2",1,0,0,1,"6234.199999999953",1,0,0,"1",7,"No","The reason is that the body was donated to science, Jennifer eating the meat had nothing to do with a scientific study.",NA,NA,"US",1,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","wrong","wrong","wrong","wrong",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,0,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
743,"cog_load","4406.299999999814","""","survey-text",60,330447,"0.0-6.0","616850294dfb713316b572a9","618b9cbf713205f8e1c56ef2","618c2978f406ce53d271db69","gqmpsslv8a8xxns","19",0,1853.59999999963,1,22556.0999999996,"2","17346.5",0,2,0,"1",8,27390.7000000002,"Trolley","cog_load",6,"19320.200000000186",1,0,0,"4","{""Q0"":""no""}","""","""","""","""",5,0,1,2,1,1,2,0,1,0,"2",1,0,0,5,"9921.400000000373",1,0,0,"2",3,"no","4",NA,NA,"US",2,1,1,1,"right","right","It's wrong and I can provide a valid reason.","not wrong","not wrong","not wrong","not wrong","wrong","not wrong",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,1,TRUE,2,"unstated","2","2","reason","reason","unstated","2","2","reason",FALSE
217,"control","4270.999999999971","""","survey-text",26,222249,"0.0-6.0","6168bde0fb09d7840b178711","618b9cbf713205f8e1c56ef6","618be8ba057efd33e2a3e39f","mgffdtv16xh6wqk","30",3,2793,4,31783,NA,"7686",NA,NA,NA,NA,8,26520,"Incest","control",2,"18236",1,0,0,NA,"{""Q0"":""}","""","""","""","""",6,0,1,1,0,1,1,0,1,1,"0",1,0,0,2,"7394.000000000029",1,0,0,NA,5,"No",NA,"Agender",NA,"US",NA,1,1,1,"wrong","wrong","There is nothing wrong.","wrong","not wrong","not wrong","not wrong","not wrong","wrong",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","no reason","no reason","no reason","unstated","unstated","no reason","no reason","no reason",FALSE
313,"control","3792","debriefing_form.html","external-html",27,236347,"0.0-7.0","61699140a87c73f10eb7853a","618b9cbf713205f8e1c56f0e","618bf57e7ed78cefd5efc2d6","8vneoy7q3k5z1wz","47",1,1417,1,29785,NA,"11236",NA,NA,NA,NA,8,30185,"Heinz","control",1,"10568",1,0,0,NA,"""","""","""","""","""",7,1,0,0,0,1,0,0,1,0,"2",1,0,0,1,"6680.999999999971",1,0,0,NA,7,"No","The druggist was exploiting the man's dying wife in order to make more money.  This is morally wrong and against my religious views.",NA,NA,"US",NA,1,1,1,"wrong","wrong","It's wrong and I can provide a valid reason.","wrong","wrong","not wrong","not wrong","wrong","wrong",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,TRUE,2,"unstated","reason","reason","reason","reason","unstated","reason","reason","reason",TRUE
